Standard Deviation Speed
7.04477352526209e-18
6.058303088203663e-25
5.601572823742796e-28
0.0
1.3488504261500124e-25
1.601742206968695e-26
1.8794638669689575e-27
5.577352440652249e-26
8.127699353213795e-28
3.0074857945802425e-29
0.0
0.0
0.0
0.0
0.0
1.6787722377260256e-28
1.9658634662709773e-28
8.0188462611815325e-28
5.396804330296954e-29
0.0
0.0
2.655063911009911e-29
3.567186960416912e-29
0.0
0.0
6.667470821837627e-28
1.2606637356043059e-27
5.52822140511266e-29
7.347108751654409e-29
0.0
4.10209340524104e-29
2.5522684037961675e-29
0.0
4.9651908517636835e-28
1.8107689845441031e-28
2.6821048551079658e-28
2.4476885851715808e-27
6.801960933265475e-28
5.51988146541313e-28
3.6179438331265156e-28
0.0
1.5348775257236788e-27
5.695380344491992e-28
8.174800720990783e-29
0.0
8.001883342999601e-29
3.848812387739303e-28
1.853554536124579e-25
0.0
6.732027385791213e-28
2.328911615309071e-26
9.991912305161532e-29
8.051906359835194e-28
1.3281276574850472e-28
1.2586511600545193e-28
2.9845593235353815e-29
4.210811094544177e-29
5.028002213295323e-28
0.0
2.558547644594111e-28
3.423538751391704e-27
0.0
2.421908293790931e-29
6.410029451039558e-28
2.7130176090351544e-29
3.5682004005244614e-28
5.672827770916561e-29
6.873971130953167e-28
0.0
2.1068524529210428e-28
0.0
0.0
1.426009760552152e-27
0.0
6.2760347282535646e-30
5.553267484805284e-29
2.1883022223269544e-28
0.0
1.7667837605103196e-26
9.790945579008731e-28
5.699517236905609e-28
1.1142400587503995e-25
1.0794905730974839e-27
0.0
7.4943469781869765e-28
1.4432107376930615e-27
3.7105756188609183e-28
1.1692258431239328e-27
0.0
6.503946683834804e-29
0.0
1.3334052465601228e-28
2.1838822892476394e-28
0.0
1.9857189571141162e-29
6.25679311884755e-28
0.0
1.410302574787584e-29
1.161184027481054e-27
2.779772965366237e-28
2.519272267748033e-28
1.2729854324712362e-29
8.317837737530473e-28
0.0
3.359897881237083e-29
9.861389186711933e-30
8.118237216377932e-30
1.1312090099510992e-29
3.60363391452904e-28
9.0437146950881e-29
5.141104043329151e-30
6.636135887305062e-29
9.613963735397545e-29
0.0
0.0
1.545230392354795e-29
1.1988696370946493e-28
0.0
1.559636629314905e-29
7.756996320607391e-28
2.6127654570250562e-27
1.5038274139008153e-28
9.922095514541384e-30
0.0
1.0535852783659197e-29
0.0
3.4194734913945295e-28
5.876483288598387e-28
1.2166115007901698e-28
2.0088296080257314e-27
2.132688110048148e-27
0.0
0.0
1.1190006668728877e-27
4.5627942422847294e-27
3.3663998458039e-26
5.487811962433303e-27
0.0
1.2511836357089401e-28
1.720259928035907e-28
1.2694035125664635e-27
1.4644124077507246e-28
4.598055505399925e-29
1.5869349018864016e-28
1.3059003080782911e-27
4.557698982411411e-28
1.5337431535988712e-29
7.394584999877442e-28
1.387332454485687e-28
7.858126102076196e-28
2.8050998459819646e-29
4.046542487654039e-28
2.6798513626036184e-28
4.162196772590048e-28
2.7762513667602103e-28
5.789695395272173e-28
6.50820930952119e-29
2.9852757583258236e-29
7.243989641916342e-29
3.830625035690911e-28
2.6032823553540064e-29
8.311853552462205e-29
0.0
4.7247377104567915e-29
2.7996524521981476e-29
0.0
2.1318452452124516e-29
2.9538628176790154e-28
1.8092722856443056e-29
1.2994444652196142e-27
1.3978589475880762e-28
1.534879722334897e-28
7.099283604065165e-29
0.0
1.2663526240510936e-27
4.672473070514173e-28
7.28177143712449e-28
6.985834501320243e-29
2.3042447698710294e-26
0.0
3.047294082731192e-26
3.454454204776766e-28
1.4932456878901478e-28
1.4155938226338005e-27
3.4477214007464097e-28
6.983141717926309e-29
2.4593148044275502e-29
9.606524372398775e-28
2.820969940465226e-28
5.029796142754909e-28
2.908822078982737e-28
4.63794351569963e-28
2.682148955870091e-29
4.752432729280694e-30
3.417968658720381e-28
3.108364330154584e-28
0.0
0.0
3.1544341960022306e-28
3.92382133840207e-26
9.942355183044182e-28
0.0
3.5278543362538835e-28
7.435535311329936e-29
1.2966462524995983e-29
8.538098542910555e-28
2.917848111270711e-26
4.162544330103443e-29
4.1083560755635234e-30
1.0237065344427817e-27
6.355588724614737e-28
1.9999911751074e-27
1.5208518501339688e-28
0.0
2.856076654425487e-28
6.96153210227144e-28
8.397023041520831e-28
3.3696112297665434e-26
6.198285789587524e-29
8.766001666487395e-29
3.6152903546132424e-28
4.3568344793846057e-29
1.9382462921574094e-29
9.172858152870049e-29
1.634716059623032e-29
3.2311823319970284e-29
2.2946550070385995e-28
2.367293471516904e-28
3.4866641194861965e-28
1.2405745246028594e-27
8.640090865608996e-28
5.766827575219171e-30
0.0
1.0052953494661779e-28
1.1067396874729945e-26
1.3087079210326127e-27
1.1401202941679203e-28
1.1300381070964353e-27
0.0
2.8523953764767106e-30
0.0
6.668238542002817e-28
4.3506131622814894e-27
4.955503679375568e-27
0.0
4.076639264592796e-28
1.020209007289945e-28
1.6628960125967538e-29
2.2560878505850082e-26
2.7092690787051456e-28
1.0984903756162305e-29
9.675983987386481e-29
1.463513551281796e-30
4.614504221290785e-29
5.768682587372431e-29
2.0410407072543353e-30
1.676787505223836e-30
2.340321857383432e-29
5.8550718214520954e-30
0.0
0.0
2.8885932783346684e-30
1.1994130729854624e-29
7.5422510638045e-29
6.91680478293316e-27
5.2761969224204026e-30
0.0
8.889762640785642e-30
1.3537849131035998e-29
4.431528579811583e-28
4.566667561048359e-28
0.0
1.279860537705385e-29
6.570983208943223e-29
1.3996908460830887e-28
8.942967590122054e-30
2.242456275797546e-30
3.928443804207728e-30
1.7086675900834487e-30
1.161845069299523e-28
1.9025494790454297e-28
7.785836867332549e-29
7.4542471387860545e-28
0.0
2.4253498221853372e-28
0.0
1.54287408881482e-29
1.9136903171847402e-30
4.676117593886361e-30
4.727020584536339e-30
0.0
1.8951623247922073e-28
3.0055849598867625e-29
3.9315376452049643e-28
4.8093319848534935e-30
1.5040598174018665e-28
2.2292975549520066e-28
9.625366664146286e-29
9.129722576814486e-29
8.666056725968423e-30
0.0
0.0
1.0155568863765494e-29
0.0
2.2944962174695237e-30
1.909092881986864e-29
1.5057698875758418e-28
3.352294375540765e-28
1.4139539732183177e-28
2.089321539452447e-28
3.136212773591899e-28
6.2305813348844045e-27
1.5132488975121265e-28
7.983239334861943e-29
3.8201252516263454e-28
2.0666451680979943e-30
8.140212521595406e-28
0.0
1.4822944993977669e-27
1.0355826730223962e-29
5.1991654102645494e-27
7.919364744827018e-30
1.747767782093443e-27
4.660095589589708e-28
2.946123172838431e-28
1.7298916887181628e-28
3.879284573281342e-27
1.0760570522262177e-28
3.1339729074050125e-28
1.757291781542036e-27
6.27433875562777e-28
0.0
6.351898029468735e-28
1.2679974653551828e-29
1.562892450263584e-29
7.362995541356087e-29
3.308472622716097e-28
7.405319349692244e-28
1.2178036371255117e-28
5.461174996659708e-28
2.537923399157821e-28
5.888951133106102e-28
6.073534520742492e-26
1.84121065395098e-29
3.9521110825871595e-28
1.724387054490153e-27
4.5423575922860464e-30
5.737284749168559e-26
3.511551103608123e-29
9.333685826552589e-27
2.468171825598192e-29
2.5799758658660957e-26
4.0132551541887683e-29
1.0125568620701695e-27
7.339806217765325e-29
2.6942935066331195e-29
2.5426412885424895e-28
3.8172686410810234e-28
9.540293208771995e-30
0.0
7.815916000547987e-29
6.956403661525292e-27
2.9789672498353313e-28
3.3429104247840707e-28
3.647672520058309e-28
7.454614189058871e-28
9.989185550781295e-28
3.3012226373245445e-29
1.6832089615806286e-29
9.218889963299568e-28
1.80840528018756e-28
2.631874337990217e-30
3.5880015956111593e-29
2.7440912240664677e-29
2.156154677800309e-28
6.958871383391566e-30
2.3352234155733938e-29
3.761987798493884e-30
1.6713687156262746e-29
5.20113573896292e-29
0.0
1.348988988071769e-28
1.2043963215356975e-29
0.0
2.619640289777461e-29
0.0
1.5825300354062087e-29
5.651605485356489e-29
1.9119992675846546e-28
1.4633730353669319e-28
3.1376848239753286e-29
2.74947275357376e-29
6.560044529395803e-29
8.243974929608264e-27
0.0
4.6435612407446475e-28
2.174531342481826e-28
4.067050255225141e-30
2.1601590044838152e-30
9.639002792519405e-29
9.45701563628841e-26
1.0985211893103772e-28
6.7289716453396075e-28
1.1615779757426526e-27
4.1198538087731287e-29
8.573298469850632e-27
7.96175067397368e-29
8.764424587337942e-29
2.452074114028543e-30
4.26296861678082e-28
5.424002137182025e-29
3.080667597878914e-29
3.831502672880069e-26
1.96009359231577e-26
2.3077184905348172e-29
4.2574715349103213e-29
3.030558596185964e-29
2.903613163929118e-29
1.840168881093515e-28
1.7301511488575786e-29
5.457127893835609e-30
2.4622238151689104e-28
1.0307266256531957e-28
4.8223756727015036e-26
5.3578367334228e-30
1.2202955181273242e-27
1.7255826029083717e-28
3.4537938293815586e-29
1.1784183266681115e-28
5.268217186286302e-29
1.3820455055998996e-27
