Standard Deviation Duration
2075323593868004.0
3127733120293062.5
4004715008321837.0
3888904471550208.5
7080654962959933.0
2289714681595975.0
2032263561360548.8
2055617055172331.5
5042286405102681.0
980384413912121.0
4564690190579268.0
1051773098397640.0
3151370269733215.0
3722870596482745.5
2277032165304027.0
3003733487503099.0
5767189602799170.0
5168339913923566.0
2448562895667374.0
4044031065200705.5
2845035112334294.0
3901114012881211.5
2445638251752410.0
7134706771121882.0
1.3102520132038364e+16
3469540090148958.5
3488983904997483.5
9372404414749214.0
6221777789696763.0
3711578718870340.0
551803807568532.75
2357982974507108.5
6689591418894716.0
4108170829403201.5
8103082992428037.0
1.1598656895545462e+16
2992357012812738.5
622951230603707.1
5587549457643891.0
1.355650473165752e+16
3033103977236029.0
4923495303186288.0
2568373742051890.5
7255509854891232.0
1.7902423433969284e+16
6738819625601243.0
3698443627005797.5
5778026901715876.0
1185468569043816.8
1.0307121948380682e+16
7979312656476846.0
4979848898854672.0
1.1542010481729646e+16
8967928036187042.0
6392297778496398.0
6630885285496725.0
7377425192503072.0
5928857298025074.0
3464051787381391.0
5040876615328245.0
5241338381608925.0
4690724459044021.0
1.3547102921975326e+16
5153906571650434.0
8735117880565953.0
2016288913247839.8
3356280564592501.5
9245931740700168.0
5367101484506505.0
1.9518581832547184e+16
3.564884439078341e+16
2998953309419811.5
4221605004275131.0
4963425449399048.0
2949375315795732.5
1.9036272934054228e+16
6732983921398268.0
7006178675526767.0
1.4713284412856248e+16
1698617473728648.8
6911656049029726.0
1.7978906300380492e+16
7856747366224127.0
1.942018876799008e+16
6801148800024748.0
8859744072674911.0
1.5067014940555756e+16
1.8804443316742144e+16
1.0794986012804446e+16
2.3070612242825484e+16
2.0874123886874696e+16
1.6323757278980094e+16
1.7601058563639584e+16
9478539152373736.0
8715014423155657.0
2430822480786257.5
2.1051715740482296e+16
2.5249065406815216e+16
1.98118778631368e+16
1.8451239046626656e+16
6785942597813407.0
7898153528522589.0
1.6499589279890746e+16
9979312017990988.0
1.0804685561354784e+16
8595815305772103.0
1.0966531514028502e+16
1.4484988619541754e+16
2.1373169209991628e+16
2.352380719080744e+16
8033703128845465.0
7181331842100643.0
7910471541331182.0
5727039399459946.0
5.9993347710690536e+16
6837183549146029.0
2.085510909809742e+16
1.1449996920502922e+16
1.7911921795510352e+16
1.6732822977822982e+16
2.2816233233148748e+16
2.5366748695774656e+16
7908243654684306.0
1.1310414234877892e+16
6576910954070318.0
1.893564787267752e+16
8820545693570572.0
7569703387566221.0
9482215019078958.0
8913164417805632.0
1.7739632710990276e+16
2.012564157397681e+16
6483774566404063.0
1.278505616970322e+16
2.4565483602986668e+16
2.061305790534948e+16
1.1554433419298046e+16
7804038138530770.0
5231083416882114.0
7916630789491061.0
5455086110271444.0
5090675270842141.0
3509229355280829.0
7286888674960269.0
6935962851882510.0
7466848678596256.0
2.4008477370157172e+16
3972669736006126.0
1.4831070441518152e+16
5879780606577344.0
1.092758113827551e+16
2762070235226406.0
1.4142863571578974e+16
5312045785748124.0
8921114486356089.0
7805061580489427.0
7795111953908886.0
3757336570357940.5
1.056513104824816e+16
4060207022668349.0
4627310751016381.0
7020403324791173.0
9967152120263432.0
7538709818500830.0
1.1388563159629322e+16
1.9279040190545372e+16
8002811453674391.0
8472945849303209.0
5137165118413492.0
1.0273715913296888e+16
4917265254100128.0
5710134740486246.0
5832855216685207.0
1363993208284824.5
2.1636621145480096e+16
6581421980678251.0
5917012497475630.0
3.2480825217957092e+16
2190575591772619.2
1.8450291732242516e+16
2579783935742478.0
2.052801889208364e+16
2399570922896960.0
1.4003798574461706e+16
7962159535987382.0
1.3284397192967208e+16
1.9254207414981696e+16
7796048880083687.0
1.3200481557132542e+16
2.28979923840024e+16
6698151261907981.0
1.2717117146165176e+16
4552786231893432.0
1.1471351094083728e+16
7806246720933833.0
1.1007434017758836e+16
9563629321325292.0
7981677211711540.0
2.177598409068445e+16
2.6685184532689452e+16
7963212502811333.0
9932130455686908.0
2.230639575368362e+16
1.6325968888790152e+16
1.926935449536218e+16
8934300732480629.0
2.8423629006718452e+16
1.95962598163569e+16
2.505700473534086e+16
2.8465876346844988e+16
1.7641901772331354e+16
3.105773726550132e+16
8097625487264563.0
2.756055505973894e+16
1.9737504781884236e+16
2.1745626487570324e+16
1.2756927902880888e+16
2.639520925273381e+16
1.2165653418673912e+16
1.0332755510261218e+16
1.3374706096311588e+16
1.6765497580917878e+16
2.0880017405224796e+16
1.2289259384906886e+16
3660442685049657.0
2.850612712682186e+16
8282525846171804.0
1.4540046304696808e+16
2.9782039187373776e+16
2.2108569000791252e+16
1.947791046400114e+16
2243083770073354.2
1.9245443354364464e+16
7274951994964465.0
8740689200551040.0
2.1691416449106244e+16
3506503650760675.5
1.2740825983988482e+16
1.5809319632303286e+16
4.636354059251436e+16
1.2463475594677268e+16
1.3442627749869932e+16
1.3096331000602956e+16
2221473627678537.2
3713667518744296.5
2.493318716836453e+16
1.8350855191879144e+16
1.3483227331976818e+16
1.9970726462757572e+16
8811947161702906.0
1.5653244236679958e+16
3.897445729836775e+16
1.3242008257461864e+16
1.720983057815542e+16
2706280407237699.0
3.722022811609697e+16
9200331083001876.0
1.5765689572857044e+16
2.4827186290272588e+16
1.426441079736999e+16
1.8208412143327244e+16
7918061824831934.0
