average time
1553515294296.8767
2019570690255.087
43780903342047.63
25633012899026.125
3288406240615.186
7723192633826.257
33990925126905.027
6265750772293.78
66774424089611.805
387394299164005.75
1163769409929165.0
874413572954370.0
110888209069875.0
445139347442209.0
199426222422183.0
77962515586605.42
106279036435377.75
90152379233422.97
272043650139016.22
38207771740291.336
200266928780941.06
573777740594902.2
224722300457930.72
75131992604155.34
296747910677348.9
41152900525193.03
47555177944019.49
214452547076581.56
251781153989507.16
143213414849265.38
184899686739585.2
331764524487041.8
388645123063285.8
112627979265538.78
65476449359561.81
100435262192221.11
40923083935434.34
65494779765449.586
59769368803432.76
94297359060477.38
167286539525548.53
83946649533979.06
100225918966066.89
213173696045680.75
1152723603543499.5
161686145391340.4
66260103036991.19
4706896395142.368
95282982645356.7
69848761709698.75
17031432208591.42
288282101827115.56
74160841435022.83
104547494718469.33
201001019130980.6
161204809649890.6
323995945808510.1
129677746719766.56
175840798506315.0
202547238872844.72
32492717174555.945
443246593075918.75
922175404212714.8
161429539101089.5
506053112056361.56
111002691456532.78
588314314357021.1
77380898103475.34
842458228424340.9
195999239707357.7
911582272437650.8
639693393075424.2
79597191782177.66
1089414090065066.9
524504565605356.5
329401155879632.75
149591431947422.1
152837303185686.66
35002907513012.996
121812368785585.38
116481849161675.34
9430127950349.605
102575175693067.27
1097818158862659.8
215754389837324.34
114232991215961.4
192339386138069.47
93337174645759.61
658254713715210.5
197636893014916.53
846009563745077.0
491356031455818.75
95387800639811.92
4747104102694961.0
1727780694553792.0
162625322703428.3
601241898337006.4
665025909901186.5
108729636687330.56
189772483060310.22
236542981226700.44
1807914793926253.2
139691176194501.25
315891720060539.4
397999712530430.0
656360294253777.4
1072490211796591.6
552324790670464.3
177759136005958.22
504514860862121.3
2956602187420787.5
277536110894639.84
394326353353569.9
1046551409797689.0
524862278546205.94
369910979795095.4
423285090611267.1
662969527491675.0
1180199067125645.0
136896020821310.25
87214762192000.39
171283514008698.0
1301326179951795.2
1845131995394835.2
1108665770885677.9
3697139143497459.0
259526513694562.06
105397179148673.42
312002923189869.1
92658094443983.4
93145650792142.5
97382405404486.94
706176614172714.0
54124573072716.89
87471442137465.75
13553858196225.39
70501417264206.97
2433885164778613.0
713942902786444.0
267692260251420.03
165175983508601.44
198484792587988.28
601010342799820.4
335481032922847.2
146051914614639.72
195979312554339.12
2199321520633172.2
161920709469457.5
677396476786134.1
80440193849331.19
758074385978285.6
187754221101239.66
374885766328348.44
265824248790503.9
580677625941652.6
277136334487501.84
885400714123723.9
886961226635872.8
396952866780579.8
301079493159198.75
873106413764850.4
475532565680270.2
428320506765792.0
656638934595423.8
745751305277220.9
1050273285530528.2
821286003068615.8
417273180468158.0
1091854951585280.9
128806765702295.45
287082175861597.94
467099175858191.94
439088397568535.7
1446885102746536.0
152531775764442.8
119278327914690.69
120431864475770.62
707613108759616.6
28185194213799.887
547136616633602.25
30435317277909.56
247632460835807.4
342826764767567.06
128643327793987.36
220041246859420.16
801317086862902.6
642605446217940.2
145089085402925.75
388899710580373.9
192498031013922.34
357673142726188.7
140904957831315.5
1174490353677004.0
3952110247726834.5
278451229469711.97
280003015123429.25
1999755120968377.5
881451107816727.1
314130167510567.6
8433343581335.645
103886598916491.25
812790968528613.1
306916785604810.7
1183514986547773.8
2420045997108847.5
162428963710107.38
8463931224715.986
454768961597596.2
2660208166626903.0
134569261495427.9
347974773345283.4
95405186702742.38
738244265318321.0
4477164701616196.0
635493678821162.1
192038380815014.16
462695591954458.94
20904581127386.734
1354950270857110.8
811735305353723.4
316512149027787.7
1685161614511511.8
1017004221527341.5
516692359908835.6
554160100259783.8
683629554337686.4
441062496098801.8
151071194717509.34
314811158559219.6
338512317624813.25
270176426386508.3
2228716355308295.8
323705485929504.75
922348623463327.2
50560615637202.945
133028417027091.25
987205987614493.1
333166990854717.0
4366073933864879.5
1.455513976359847e+16
104544463549266.23
202588793853022.44
277305842088098.88
98377971792588.34
3970897280521722.5
497922143918654.94
537335857942418.8
2357571053284568.5
32940622583146.32
496509607587578.6
3340154722906319.5
638821998947042.1
3885593390979746.5
477731298036392.2
806986916766768.4
2326446516617600.0
3620472440990766.5
1193662416806874.5
5439351091750209.0
4451933803358207.5
2722181850519907.0
3162799076693220.0
917880604496631.8
774888115193746.5
61598829754742.875
4391141809880907.5
6313821989065718.0
3886984553752897.5
3370275583994369.5
456998283855303.1
616426055758759.5
2678142458524581.0
980107689650244.5
1146850016379038.0
725453874673672.4
1177291227389418.8
2050042373007493.8
4458169491828915.5
5398287127507227.0
630803830130096.6
503121610717398.56
608261109141759.0
318747013346815.94
3.4638731087819924e+16
451409287837606.5
4172577457025945.5
1258356076311468.8
3073424882472331.5
2680951688837722.5
4980465916722759.0
6153895887529188.0
599362666515894.4
1221219135970260.2
413447942794478.44
3402528558069582.5
739196889259480.8
543663522049487.6
849700897636424.4
749561945534800.5
2958191254464731.5
3804974558354767.0
396175756821612.6
1529692293208919.0
5637294251277568.0
3968570646747260.0
1247532401028122.8
569246049079833.0
255929782132757.4
580507181610150.2
275714194057470.22
238939761386076.47
113626873232417.98
477944617474364.7
431735958453075.44
498273188612165.44
5120210377188704.0
141691061763939.0
1932426712714044.8
304812334758526.9
1043489783692992.9
68025158097088.96
1704161536615074.2
241534607861610.44
674015146369476.4
515096189999718.94
512235603889333.0
119844848279216.75
924638315023846.6
137656799557750.42
176329465955178.6
400290461855355.6
802139273872512.6
458659775007447.6
1041187169909235.0
2976378836304879.0
513885852951164.44
574106972477523.2
211457222832896.66
834866746186111.1
192098505311380.97
256414133627627.03
265870248495206.5
15927323065281.799
3263401713279756.0
303217328247211.3
244132212277786.5
7264491661665770.0
34586270350305.125
2238984868845863.0
45270946030747.83
2674078774506375.5
38053986788984.516
1193640850129684.8
386423858112722.1
1068586806082429.4
2239814496175573.5
368256059767523.25
1048427049053118.9
3146841913316828.5
270564994089362.72
965642929159432.4
124924840864738.52
774959099335009.8
358984249943934.3
709145423868879.5
534520991322994.44
371702183597742.2
2745075578500388.5
4119172829658122.5
368096026909565.5
569341569300173.4
2857600776489198.5
1530626546656177.0
2129503685300742.2
458678054094791.7
4612480953065429.0
2192487914342325.2
3581131566515808.0
4619334376352293.0
1774637303333020.0
5491843619085904.0
374678679618082.75
4305795355953202.0
2208278808973628.8
2678260275913065.5
922210658897565.9
3936324167237658.0
837126905417162.6
603182682779869.6
1006890869537893.0
1578751742588813.2
2445367175668580.5
847573491368415.4
76467647055339.36
4453455096117307.5
377248987193097.1
1154646662915834.5
4832830706235353.0
2663104924772096.5
2066200365708619.5
28919721797109.293
1907141782806219.5
273626716576582.16
392064132012746.9
2396975159601833.0
64115259995639.04
807359525559926.0
1239840417837521.2
1.0638084628262816e+16
770089767046426.9
893777477740179.2
846924175457885.8
25838406670661.74
65314180664822.36
2806762366306991.5
1520287226605963.8
820607373425594.5
1794983821511551.5
350427973011758.0
1097505939045563.0
6786141813036726.0
784576006281404.9
1321493395427064.0
34160701169033.36
5886594425267095.0
361046326095963.0
1052605611696549.9
2604155936701094.0
860176262606522.2
1398081092968800.8
265348516818284.62
