Variance Speed
-4.962883402223365e-35
3.670303630853804e-49
3.1377618099693835e-55
-0.0
1.8193974721250699e-50
2.565578097584946e-52
-3.5323844272419073e-54
-3.1106860247249595e-51
-6.605949677623195e-55
-9.044970804601953e-58
0.0
0.0
0.0
0.0
0.0
2.818276226159647e-56
-3.8646191680189417e-56
-6.430189536046504e-55
-2.912549697951195e-57
0.0
-0.0
7.049364371547247e-58
-1.2724822810568448e-57
-0.0
-0.0
4.445516716005612e-55
-1.5892730542678035e-54
-3.05612319039458e-57
-5.39800070086368e-57
0.0
1.682717030532203e-57
-6.514074005016235e-58
-0.0
2.465312019443777e-55
-3.2788843153868823e-56
7.193686453793722e-56
5.991179409979255e-54
4.6266672537669735e-55
-3.046909139221141e-55
1.3089517579658185e-55
0.0
-2.355849018971642e-54
-3.2437357268425727e-55
6.682736682791143e-57
0.0
6.403013703497447e-57
-1.4813356796015513e-55
3.435664418388004e-50
0.0
-4.532019272304288e-55
5.423829311921507e-52
9.983831151403843e-57
-6.483319602755445e-55
1.7639230745767188e-56
1.584202742706587e-56
8.907594355701975e-58
1.773093007393633e-57
2.528080625690267e-55
0.0
-6.5461660496580735e-56
-1.1720617582280665e-53
0.0
5.8656397835332986e-58
-4.1088477563194495e-55
-7.360464546934826e-58
1.2732054098302927e-55
3.2180974918482154e-57
4.7251479109177565e-55
0.0
-4.438827258379415e-56
0.0
0.0
-2.0335038371900058e-54
-0.0
3.9388611910244793e-59
-3.0838779757795606e-57
-4.7886666162410875e-56
0.0
-3.1215248564029863e-52
9.586261533111063e-55
3.2484496733784145e-55
1.2415309085240937e-50
1.1652998974063341e-54
0.0
-5.616523662946026e-55
2.0828572333925508e-54
1.3768371423285086e-55
1.3670890722288716e-54
0.0
4.2301322466165744e-57
-0.0
-1.7779695515540618e-56
-4.76934185328951e-56
0.0
-3.943079776642373e-58
-3.914746013205805e-55
0.0
1.988953352452489e-58
1.3483483456771216e-54
-7.7271377389810025e-56
6.3467327590443155e-56
1.6204919112839805e-58
6.918642462788607e-55
0.0
-1.128891377234144e-57
9.724699669179903e-59
-6.590577550138371e-59
-1.279633824194546e-58
-1.2986177389943892e-55
8.178877548615244e-57
-2.6430950784335347e-59
-4.403829951477815e-57
9.242829870553911e-57
0.0
-0.0
2.3877369654569536e-58
1.437288406747456e-56
0.0
-2.432466415500758e-58
-6.0170991917916595e-55
-6.826543333423351e-54
2.261496890799614e-56
-9.844797939968224e-59
0.0
-1.1100419387893926e-58
-0.0
-1.1692798958349894e-55
3.453305584117611e-55
-1.4801435438549094e-56
-4.035396394080814e-54
4.5483585747407415e-54
0.0
0.0
1.2521624924619675e-54
2.0819091297426678e-53
1.1332647921828522e-51
-3.011608013502606e-53
-0.0
-1.5654604902658416e-56
2.9592942200061045e-56
1.6113852777160755e-54
-2.1445036999742746e-56
-2.1142114430738562e-57
2.5183623828252027e-56
1.7053756146389756e-54
-2.077262001427401e-55
2.3523680612114105e-58
-5.467988732041247e-55
-1.924691339269281e-56
6.175014583613123e-55
7.868585145928043e-58
-1.637450610438934e-55
-7.181603325648469e-56
-1.732388197375901e-55
-7.707571651437935e-56
3.352057277003581e-55
-4.235678841653828e-57
-8.91187135324782e-58
5.247538593219124e-57
-1.4673688164061994e-55
6.777079021697504e-58
6.908690947757857e-57
-0.0
-2.2323146432612482e-57
7.8380538530991e-58
0.0
-4.544764149534938e-58
-8.725305545666612e-56
-3.27346620360057e-58
-1.688555918189889e-54
-1.9540096373520441e-56
2.3558557620348503e-56
5.039982769094848e-57
-0.0
1.6036489684410904e-54
2.1832004594680146e-55
5.302419526252206e-55
4.880188367983624e-57
-5.309543959477993e-52
0.0
9.286001226648535e-52
-1.193325385289988e-55
2.2297826844025206e-56
2.0039058706789756e-54
1.1886782857164786e-55
4.8764268252642804e-57
-6.04822930727652e-58
-9.228531051749168e-55
7.9578714050083805e-56
-2.529884923767216e-55
8.461245887177454e-56
-2.1510520054820244e-55
7.193923021475019e-58
2.2585616846338344e-59
1.16825097519948e-55
9.661928808977357e-56
0.0
-0.0
9.95045509690824e-56
1.5396373895699412e-51
-9.885042658580552e-55
-0.0
1.2445756217825328e-55
-5.528718536603436e-57
-1.6812915041212522e-58
-7.289912672845136e-55
8.513837600446054e-52
-1.7326775300076323e-57
1.6878589643619716e-59
-1.0479750686608502e-54
4.0393508036449976e-55
3.9999647005074783e-54
2.3129903500559157e-56
0.0
8.157173855954284e-56
4.846292921095582e-55
7.050999595983175e-55
-1.1354279839768799e-51
3.841874672940264e-57
7.68427852168598e-57
1.3070324348159544e-55
1.8982006680754528e-57
-3.756798689061946e-58
-8.414132669267452e-57
2.6722965955894524e-58
1.0440539262609755e-57
-5.2654416013273155e-56
-5.604078380286556e-56
-1.2156826682112455e-55
1.5390251510936108e-54
-7.465117016598002e-55
-3.3256300282308226e-59
0.0
1.0106187396583248e-56
1.2248727358278216e-52
-1.7127164225735033e-54
1.299874285173545e-56
-1.2769861234900944e-54
0.0
-8.136159383745715e-60
0.0
4.446540525305185e-55
1.8927834887816943e-53
2.455701671630479e-53
-0.0
-1.6618987693619692e-55
-1.040826418555535e-56
-2.7652231487101834e-58
5.089932389557282e-52
7.340138940827828e-56
1.2066811053214873e-58
-9.362466612415958e-57
-2.141871914785454e-60
-2.1293649208310472e-57
3.3277698793853887e-57
4.165847168669277e-60
2.811616337674776e-60
-5.4771063961466375e-58
-3.4281866034362358e-59
0.0
0.0
8.343971127640226e-60
-1.4385917196484302e-58
5.688555110946012e-57
-4.784218840520703e-53
-2.7838253964158525e-59
0.0
-7.902787980950811e-59
-1.8327335909469214e-58
-1.9638445553686867e-55
2.0854452613131365e-55
0.0
-1.6380429959755174e-58
-4.3177820332213774e-57
1.959134464608793e-56
-7.997666931797346e-59
5.028610148863799e-60
-1.5432670722818081e-59
2.9195449334015797e-60
1.3498839650556131e-56
-3.6196945202160357e-56
6.061925572471472e-57
5.556580040610008e-55
0.0
-5.882321759974446e-56
-0.0
2.3804604539361613e-58
-3.662210630086632e-60
2.186607575185357e-59
-2.2344723606630276e-59
0.0
3.5916402373118036e-56
9.033540951097513e-58
1.5456988255663796e-55
-2.312967414053484e-59
2.262195934322936e-56
4.969767588514994e-56
9.26476834192586e-57
8.335183432959615e-57
7.5100539177702535e-59
0.0
-0.0
-1.0313557894668316e-58
-0.0
5.264712891981952e-60
-3.6446356320529104e-58
2.267342954330163e-56
1.1237877580282248e-55
1.999265838379867e-56
4.3652644952199445e-56
9.835830561240992e-56
-3.882014377060993e-53
2.2899222258216665e-56
6.373211027768696e-57
-1.459335693811325e-55
4.271022250822788e-60
-6.626305989673864e-55
-0.0
2.1971969829448765e-54
-1.0724314726642111e-58
2.703132096329134e-53
-6.271633796160909e-59
3.054692220123832e-54
2.1716490904113452e-55
-8.679641749535584e-56
2.992525254696177e-56
1.5048848800498604e-53
-1.1578987796457768e-56
-9.821786184348626e-56
-3.088074405475184e-54
-3.936732682037264e-55
-0.0
-4.03466085767688e-55
1.6078175721471683e-58
-2.4426328110909097e-58
-5.421370334202962e-57
-1.0945991095261931e-55
5.483875467092636e-55
1.4830456985961253e-56
-2.9824432344141163e-55
-6.441055179992787e-56
-3.467974544811165e-55
3.688782157465073e-51
3.3900566722225954e-58
-1.561918200910825e-55
2.973510713693226e-54
2.0633012496198687e-59
-3.2916436293042144e-51
1.2330991153251427e-57
-8.711769110878869e-53
6.0918721606767126e-58
6.65627546845151e-52
1.6106216932622714e-57
-1.0252713989253882e-54
5.387275531434652e-57
-7.259217499885391e-58
6.465024722201011e-56
1.4571539878180564e-55
-9.101719450934104e-59
-0.0
-6.108854292762205e-57
4.839155190208248e-53
8.874245875591476e-56
-1.1175050108130017e-55
-1.3305514813588535e-55
-5.557127270771785e-55
9.978382796793781e-55
1.0898070901184021e-57
-2.8331924083453375e-58
8.498793215542552e-55
3.270329657410247e-56
-6.926762530971444e-60
-1.2873755450108225e-57
-7.530036645998606e-58
-4.649002994600153e-56
-4.842589093058606e-59
-5.453268400642267e-58
1.4152552196016857e-59
-2.793473383574223e-58
2.705181297511737e-57
0.0
1.8197712899388952e-56
1.450570499328719e-58
0.0
6.862515247825342e-58
-0.0
2.5044013129627766e-58
-3.1940644562111553e-57
3.655741199244256e-56
-2.1414606406390274e-56
9.845066054605087e-58
-7.559600422644474e-58
-4.3034184227655793e-57
6.796312264000957e-53
-0.0
-2.156266099654597e-55
-4.728586559435812e-56
1.6540897778526887e-59
-4.6662869246525077e-60
-9.291037483419689e-57
-8.943514474500347e-51
1.2067488033638855e-56
4.527905940378442e-55
1.3492633937303985e-54
1.6973195405662454e-57
-7.350144665314318e-53
6.338947379452035e-57
7.681513834713385e-57
6.012667460688864e-60
1.8172901427658174e-55
-2.941979918415517e-57
9.49051284862104e-58
-1.468041273228711e-51
-3.841966890637339e-52
-5.325564631556295e-58
-1.8126063870571647e-57
9.184285404916641e-58
8.430969405742462e-58
3.386221510944959e-56
-2.993422997893199e-58
-2.978024484967867e-59
-6.062546115984944e-56
1.0623973768304232e-56
2.3255307128663282e-51
-2.87064144620147e-59
1.4891211515616347e-54
2.977635319460031e-56
1.1928691815874132e-57
1.388669752627272e-56
-2.7754112321882356e-57
1.910049779548882e-54
