Variance Distance
-3.6226888141008513e-26
3.6671899090235577e-23
1.2309235305848625e-26
-0.0
3.2363791966396763e-23
3.076242548754134e-24
-2.787542773721774e-25
-3.736865008005761e-23
-1.4597304927406372e-25
-1.2116903504194741e-27
0.0
0.0
0.0
0.0
0.0
7.726721075138676e-27
-1.4825387816897094e-26
-2.1183893736114124e-25
-2.982622401032552e-27
0.0
-0.0
1.6155871338926322e-27
-1.1404144474536228e-27
-0.0
-0.0
7.307424882529752e-26
-3.1568225158168724e-25
-2.908056841006738e-27
-6.082210386419321e-27
0.0
1.4136387421560532e-27
-9.942074670108506e-28
-0.0
1.2767078814175924e-25
-9.914836109368482e-27
3.446585885637615e-26
1.1608254135588545e-24
1.513334783646263e-25
-9.294164185989075e-26
6.530373256997587e-26
0.0
-1.071574884443695e-24
-1.8002256634803616e-25
8.077935669463161e-27
0.0
5.90843294680734e-27
-5.576498511593445e-26
6.393509027563932e-22
0.0
-2.829828411365621e-25
7.840800591067987e-23
2.95421647340367e-26
-4.883168999061393e-25
1.926033289032785e-26
3.4018778140078823e-26
1.5432474114795292e-27
6.266519792068392e-27
3.567216391634932e-25
0.0
-1.4804653008761575e-25
-4.108782386943728e-24
0.0
6.462348535570529e-27
-7.873585729284309e-25
-4.495546807353411e-27
1.6919603438584658e-25
2.3264454728053904e-26
4.424714194848661e-25
0.0
-1.0905213153775267e-25
0.0
0.0
-2.029573903269488e-24
-0.0
2.692645223154387e-28
-1.3256099560144673e-26
-9.341031065051946e-26
0.0
-1.4046393174859317e-22
1.6222723220328776e-24
5.321192355142953e-25
1.4138129326255367e-21
2.033891153218621e-24
0.0
-2.113267753212249e-24
4.152473187215319e-24
4.711260545286902e-25
2.2684162206492468e-24
0.0
1.5287276105650714e-26
-0.0
-1.6208268759485001e-25
-8.355359722757855e-26
0.0
-1.2924697071141057e-26
-1.1983514002370785e-24
0.0
2.538779781831279e-27
2.7861386789697452e-24
-2.845943005567759e-25
2.9430936704164575e-25
5.816113682013476e-27
1.9002016169487383e-24
0.0
-9.04728794979874e-27
1.2924697071141058e-27
-1.4360774523490063e-27
-1.4360774523490063e-27
-4.675368679647547e-25
8.481832452936319e-26
-1.6155871338926322e-27
-2.5150761868166383e-26
7.555976749282464e-26
0.0
-0.0
1.8463852958772938e-27
1.27796239407507e-25
0.0
-6.082210386419321e-27
-1.7295895901098763e-24
-1.2563425938608523e-23
8.401053096241687e-26
-2.8272774843121063e-27
0.0
-2.7209888570823277e-27
-0.0
-6.690431425061253e-25
8.001233027966203e-25
-1.0411561529530296e-25
-8.373542696853316e-24
9.646747709193569e-24
0.0
0.0
1.5795340315362914e-24
4.42273226341152e-23
3.4166213105387723e-22
-5.921451527876577e-23
-0.0
-3.2570236619275464e-25
2.3051019363576346e-25
7.762183153864838e-24
-1.2554189088435013e-25
-3.798278322947576e-26
2.52685088806578e-25
7.438660268175184e-24
-1.2328172590934547e-24
1.590731947217361e-26
-2.699975985018472e-24
-4.043994105814802e-25
1.5178974184665964e-24
1.891419083581618e-26
-9.707207776725237e-25
-8.607848249379944e-25
-1.4759790423886539e-24
-1.4475660719677984e-24
3.003832160328783e-24
-1.2242560281275278e-25
-2.5849394142282115e-26
6.809108700893826e-26
-1.4480403727777486e-24
1.956170367524052e-26
1.0864238117770744e-25
-0.0
-4.8855354928913195e-26
1.953391716433819e-26
0.0
-1.25208002876679e-26
-1.22138387322283e-24
-1.2063050599731654e-26
-7.272556338384851e-24
-1.9115518357317867e-25
3.7782607602486325e-25
7.622257247083188e-26
-0.0
8.40760010436506e-24
9.016825700809518e-25
2.240569968775661e-24
1.2407709188295415e-25
-5.103287285922991e-22
0.0
1.0272422033614757e-21
-1.1851074995415597e-24
3.0904265073071606e-25
1.0390002416776907e-23
1.0724748633500026e-24
1.621922769711819e-25
-1.6155871338926322e-26
-5.532929112392682e-24
1.301445191191287e-24
-2.047745726685378e-24
1.2876908275247763e-24
-1.2865757084497418e-24
3.6619975034899665e-26
3.877409121342317e-27
1.4063064620868481e-24
1.1761474334738362e-24
0.0
-0.0
1.3707564436593031e-24
4.688002504302725e-22
-5.496166463950513e-24
-0.0
2.1004786856782744e-24
-3.6301540469378794e-25
-2.261821987449685e-26
-6.527533964277153e-24
3.3039499367322903e-22
-5.409542085404734e-26
3.1019272970738537e-27
-9.641076922754977e-24
9.791711919911179e-24
2.6385941860802265e-23
1.2176141699104137e-24
0.0
3.7043104998538206e-24
6.628994629721836e-24
2.3540181598904912e-23
-1.5956575126703544e-21
4.0814832856234916e-25
4.892536370471521e-25
3.2412960185036277e-24
2.528745079136294e-25
-3.021357756890117e-26
-3.438138371212033e-25
1.1749724610128234e-26
5.682409919208568e-26
-1.8508737463203105e-24
-6.724700595522049e-25
-3.0891027914528766e-24
4.227952648046908e-23
-1.642541929758104e-23
-6.103329172483277e-27
0.0
7.71125184806281e-25
4.979623320129748e-22
-1.9293098346280497e-23
1.1112268286452312e-24
-3.678457922288615e-23
0.0
-1.0339757656912847e-26
0.0
7.924601763300987e-24
4.662984213688876e-22
2.136169393119008e-22
-0.0
-7.533897737556059e-24
-5.10905672459223e-25
-5.986175485581122e-26
1.468598865276679e-21
3.5064569909705985e-24
3.9004889375407833e-26
-5.7793082532678425e-25
-8.077935669463161e-28
-9.849510526628185e-26
2.612135130982071e-25
9.45709541790809e-28
9.942074670108506e-28
-6.382566454884472e-26
-1.8246631159257965e-26
0.0
0.0
2.5849394142282116e-27
-1.2924697071141057e-26
4.320541592352868e-25
-2.826946081823103e-22
-1.2337210840634646e-26
0.0
-3.1019272970738537e-26
-6.239508930895683e-26
-9.043311119930697e-24
1.300918045687437e-23
0.0
-1.6312724458721724e-26
-5.040631857745012e-25
1.4475660719677984e-24
-9.61837921573288e-27
1.0550773119298822e-27
-7.04983476607694e-27
1.6155871338926322e-27
8.712203210917305e-25
-1.8667317377651967e-24
3.793283874133707e-25
1.8225015919269304e-23
0.0
-2.749813593387898e-24
-0.0
3.12084148790967e-26
-1.1749724610128234e-27
6.1222249284352374e-27
-1.1632227364026952e-26
0.0
2.246223215122446e-24
1.155619973419671e-25
6.686037387242719e-24
-8.293347287315513e-27
1.7600342765116522e-24
2.847697173241512e-24
8.330175725206398e-25
6.621844797299503e-25
2.363373178722936e-26
0.0
-0.0
-1.6858300527575293e-26
-0.0
2.2369668007744137e-27
-4.865768309135457e-26
1.3808801349518046e-24
3.0751590856042393e-24
1.2530007397140622e-24
1.2990138575298734e-24
2.5489530027752305e-24
-4.780580622209782e-22
1.2159199991391073e-24
3.0659976372621874e-25
-8.136355300224718e-24
2.461847061169725e-27
-1.0457705577382737e-23
-0.0
7.596109855822794e-23
-1.2806121868653525e-26
2.0622281220746812e-22
-1.254455892198985e-26
8.619678708294142e-23
1.7283348056000833e-23
-5.2875497661388984e-24
1.8183711741467417e-24
2.12453298300512e-22
-1.2924697071141057e-24
-1.6191490582823166e-24
-6.612186395101563e-23
-1.940260543619529e-23
-0.0
-2.2929843382477793e-23
2.0853292753437673e-26
-9.078811601191767e-26
-3.472116151457153e-25
-7.858215819253763e-24
1.4472202606749252e-23
1.5653434439538255e-24
-7.211397896655906e-24
-2.1001471839669685e-24
-1.1798812348499437e-23
6.86289610399093e-21
1.5870325705959253e-25
-6.7654666942495e-24
1.0410569330563219e-22
2.1767910856658622e-26
-1.579535163734929e-20
4.19763295922432e-25
-5.7979307638421115e-22
2.567112245854224e-25
3.8326438857852486e-21
3.15853180979418e-25
-6.499808969048853e-23
9.507205741680902e-25
-2.6911698011143026e-25
3.929337172546103e-24
2.539130361317838e-23
-4.772195841652083e-26
-0.0
-9.879548790102274e-25
1.003053432696815e-21
