total time
214385110612969
929002517517340
963179873525048
1025320515961045
1943448088203575
2432805679655271
2549319384517877
3389771167810935
3472270052659814
3486548692476052
3491308229787495
3497654291817480
3548422690236000
3561114779537672
3589672003599294
3664238232570455
3719766275238221
3786399927803765
3808611101946227
3973608260990299
4005338575618821
4016444184164316
4045001408242753
4132259593228544
4154470749482884
4321054555145268
4470186726737832
4503503488608213
4532060771811129
4582829275176492
4622492168489630
4644703342818585
4663741476759430
4730375129152629
4845257252607574
4921327847418834
5115385491929293
5239582381235967
5379243192308948
5469246825507688
5520455804343102
5624425518776597
5712877381065813
5755689793233380
5763618017717497
5820701234088255
5963409273329207
8994879011117066
9147166333954243
9359734069099633
10321047918406401
10378155665776161
10605000325208264
10768391956002340
10854055033072952
10961927056192560
11015862157489345
11152286217899925
11253811104404161
11342645376879305
11924827203062032
11967658013049807
11988280254765291
12107215432581712
12145274689352678
12321298751675139
12354600601497443
12613086390866480
12636873426365113
12739950580978249
12762151814127110
12793867861508486
13053939452277136
13072969080780802
13112614140133913
13176046235185310
13313637443320566
13449682680340426
14071168820231224
14252047147913488
14443749296047742
17275994405040477
17540355043514503
17565090541802556
17691859966660595
17934579620905941
18079902296978530
18387423405214644
18431131984025893
18577867943402154
18612210402391693
18671529195321112
18982172327322572
18988416410779843
19005587640091713
19189788079004540
19239740746784204
19285751387134407
19571334603719500
19736338238272262
19869610423042837
19887062733188787
20115529372008181
20217070083874518
20297985339051930
20347169121867098
20377314024135240
20436017254807179
20620059776691153
20685109295346974
20696215311945513
20815208317097989
20899296727739202
20931028195953779
20994491141848238
21084925848320438
21164254530563356
21215024879733602
21243583208261610
21492675268945709
21890905310192097
22095573307122042
22122545059180518
22141583944738023
22173315417713557
22182834860984754
22319280177732337
22660393516964785
22776213392860448
23164523610995851
23565849650412052
23956071729503788
24010004881872274
24734929894231618
25191775335590134
28530871503054447
29187586747381682
29206621977343359
29271659014244202
29446148627656204
29731677031548260
29971203680786232
30050517139991021
30193292963056247
30524850154459701
30768752071031243
30790501288864412
31088776218135843
31160237932162171
31773876570485821
31839124211087996
32105971808311979
32240175904237964
32430558352441475
32517947052732550
32702087469525219
32759826422577783
32817565385527293
32947087942788125
33118744247511861
33178043723064314
33287279597618914
33408999527731778
33488585664366609
33558808737474942
33608745136976902
33672726125813248
33799127617920797
33847503499143708
34262599676810591
34449861103391756
34565339013506202
34687983407914320
34725242465916865
35082308425821845
35544941718577827
36009127478255419
36088268546740448
38190938159698846
38299563164352156
40357230710508075
40611723577072415
40796385007340479
41294508221869940
41587795656430412
41668488516870934
41769354004166114
42220923852251389
42390068453260751
42734562885090763
42920777127142645
43398727012045172
43456143086049149
43473212724995181
43716843026744781
43960473374378393
43994612661304306
44072555390836354
44292353618990033
54336032694545560
55163784024656857
55269785859945689
55551938194470735
55625204367745370
55661057933503493
56200421443697151
68887936237963413
69124882162834618
69165412332299475
69976015977622514
70290904215747247
71458484840354039
71609693735877137
71634635225859132
71810785706791322
72398469567260333
72643207936850051
78496702133337185
78587115709712419
78738324619311173
79128037256946928
79202595882041053
79326329279132638
79570623425960687
79799054437408870
79984657857509311
80273374289981925
81125231563302511
81536090066837885
81919980865204808
82403810047885031
82462505146406942
82868604397953224
83011376111699458
85700243505058998
86734527901663491
86874126910075393
87289751603935852
87321478677297588
87330838581590820
88653705089777769
89341658089182895
89847092836544040
91294757823521990
91330637451999616
91617674481032514
91884431708153622
91945271078098164
96516024168618719
96819373479577833
96864486964283268
97100943839950409
97139834774493660
97457184799424004
97645416928778979
97710753697939207
97752755906750689
97880318178163705
97908319651503766
97942543673880562
97998546618716653
98046771377489816
98213224681139594
98410790629605812
100960481968023570
100996261627260867
101021151825051481
101061598397575330
101108267519831083
101453619015877296
101710299200195323
101769413423934073
101931199723625431
102069651457734375
102288996328987806
102424336782879423
102502118650374682
102537898312065058
102567455422637316
102821024311205748
103139930197066699
103404388554099028
103911526351062002
103916193263459773
104275545490487104
104314436425648642
104443554333851909
104496446004059266
104557115864671180
104589784251177948
104616230087996203
104888466640281519
105024845693442380
105429225412592004
105478385300157054
105705155164105751
106014386799650088
106212612204553045
106437796265941669
106494885160730341
106539287633933474
106967454341835413
107078460524624327
107108590774273788
