total time
107151407462176021
107287786488418564
107587503276088441
108258297842156381
108554842961098100
109182820846758211
109912290237595172
111467962641002049
111839040489001342
112251349197799611
112609740626349383
112644628298151495
113919613658206949
114013176050128647
114609437869206108
114783876206229212
117479448033672633
117587146026440115
118351957852189111
118626665761027841
118987219889935079
119350895706214584
120923451913729702
121127619268123909
122514551606397877
123606955634580205
124090043175160246
124331587450239465
124755458802025752
124942460389108200
125007911124804910
125388148120084121
125729426972577587
126662876476905090
126899745420288900
127937604537379725
128719895081068765
129478811017165571
143521108141254287
143589675384309271
144331448245672586
145258666305282968
145289833233315405
152145003270992252
152250971081518689
157678705025094694
157770647695876159
164507384888780045
164722437317896492
165389411272245070
165630954942776549
165746272716992448
166451739014920515
166699900799445898
166782621405791908
167750296335404895
168021869673741225
170147633257773865
170491001853702135
171235487223256672
171613192576268853
172115759206004204
172841515372950116
172939761445524480
173005258845641139
173741324701314904
174218520205853067
174313647365841110
174491426318804164
174619302194660868
175215016664210422
175274276216486301
175399033147386026
175475446759274587
175534706301387128
175689093029968980
175738995810748915
176473658100116979
176537609594081278
176662304717890309
176765178210262331
177064446508332655
177134587525694615
177470903948438489
177938891420061556
178219683908207053
178398946912535903
178511803823806365
178838006678735650
182528273521095057
182591658940809613
183343007775845213
183588819403617681
183647566836943423
183754239809274650
183891832548067146
194369450198371558
194528461846234388
195643102352256245
196424130138386178
196551963087350306
201450146906297868
201839881389981514
202093988107515963
202123607936993489
202533608733210264
202887487447020698
203261802109892583
216319140646780082
221611014995742258
221734226938252339
221961935084470721
222384598198336108
222577993867432384
223573046781501596
223891211565294861
223942679830211968
224388737796481812
224653877222600871
235401391755808881
235463777010683804
236485343592855778
236836262631723722
236978190239799539
237408648479400135
237673785804696109
239079013653274450
