Variance Duration
729956462.9057963
9.991516446203331e+25
3.9229348979707074e+28
2.3192886719093185e+28
1.7788192224206847e+27
1.1990445941403584e+28
7.891391299950592e+28
1.201299320569059e+28
2.209720878869675e+29
1.3396288131775763e+30
4.0520072616688224e+30
3.047308288845473e+30
3.8229954828341365e+29
1.573912948572711e+30
7.0452991516898e+29
2.741647892217993e+29
3.836183378580301e+29
3.2944431291427674e+29
1.0240588866623112e+30
1.3947613967180823e+29
7.894781305905176e+29
2.291819586477172e+30
8.962124380281864e+29
2.9749157077610645e+29
1.2196835247020954e+30
1.643774019838941e+29
1.986331113674646e+29
9.515509224715759e+29
1.1267524262170193e+30
6.418617137309153e+29
8.400929666165874e+29
1.5262452748391407e+30
1.7977724285658447e+30
5.178686800487197e+29
3.0238444408791563e+29
4.791126090601287e+29
1.9375574225424073e+29
3.270896091380086e+29
3.0503581699731533e+29
4.9890098831038194e+29
9.06444267828058e+29
4.548571983239618e+29
5.549853055485156e+29
1.2087765915219769e+30
6.625592999186183e+30
9.227581292821602e+29
3.764506984057393e+29
1.860923608646194e+28
8.427900877566073e+29
6.244078503061628e+29
1.4456208225126126e+29
2.959000837056697e+30
7.531896155460268e+29
1.0919032223074507e+30
2.147375283668443e+30
1.73250750972024e+30
3.534230728979014e+30
1.4110374310791373e+30
1.9433357482181343e+30
2.2615761495287564e+30
3.505602292796774e+29
5.266722363810676e+30
1.1017295255178097e+31
1.9162515128906042e+30
6.1076943971227e+30
1.3288981736921693e+30
7.229257282287206e+30
9.364181351074906e+29
1.060599655356408e+31
2.456777999907274e+30
1.1593310057554858e+31
8.143625946341394e+30
9.980674076691449e+29
1.4200444601976458e+31
6.836100823482034e+30
4.298516239700995e+30
1.9506538695701232e+30
2.0142379769566754e+30
4.4998498557673956e+29
1.6922888202345923e+30
1.63807135408346e+30
1.1387657954534924e+29
1.7453800156899986e+30
1.9229003440784043e+31
3.7625903139234354e+30
1.9936427329931706e+30
3.4217994274320725e+30
1.659303893747663e+30
1.207490498152269e+31
3.613900278857257e+30
1.5688053514658606e+31
9.116167791128882e+30
1.751889459757429e+30
9.00807165660427e+31
3.2778177980833924e+31
3.061121708010228e+30
1.1507748953659524e+31
1.2764400827705807e+31
2.0663344809242048e+30
3.683049405487964e+30
4.637179131612949e+30
3.589103803304477e+31
2.7464948899568496e+30
6.322414404939436e+30
8.01431221129988e+30
1.32905873814312e+31
2.178985743546642e+31
1.1222565590222127e+31
3.6002655279204895e+30
1.037041134620284e+31
6.112482093720712e+31
5.711111043178772e+30
8.174960326116707e+30
2.1839030185704523e+31
1.0952698533495301e+31
7.732783479037615e+30
8.891481960583427e+30
