Variance Duration
1.3997677182327231e+31
2.5004293369317544e+31
2.874457500167737e+30
1.8403788454834668e+30
3.7148196534867957e+30
2.871849175120025e+31
4.078391665795602e+31
2.451248697909403e+31
8.19426527689023e+31
5.721839098485122e+30
2.316977989079608e+30
7.034156634845198e+30
2.075023586068463e+30
2.1209294629422304e+30
2.2575173566903477e+30
1.6879216844386196e+31
1.2614449331018173e+30
2.1243637391408084e+30
3.0148481926786097e+29
1.9662092481251307e+30
7.099293501132755e+31
2.080553091042527e+31
7.789363831328944e+30
4.8170870500112183e+30
5.854123305352941e+30
1.7965461001503482e+31
1.0033706448676597e+31
4.361889664846611e+30
5.934818324536424e+30
6.762257885775638e+31
4.9377863001018805e+30
2.1011130581333237e+31
2.4581276657948306e+30
2.403760076943971e+31
5.928244622977134e+30
1.1985970066931662e+31
8.519909363411518e+30
1.878109134019842e+31
8.961160004443368e+30
2.890341959093185e+31
2.900557370911961e+31
1.297581443172722e+31
9.868278217361951e+30
2.8864505803476316e+31
1.5725465504136667e+31
1.4205679269359702e+31
2.188551469498005e+31
2.4921897106658237e+31
3.519355137120077e+31
2.7549945114201677e+31
1.3998178824000327e+31
3.6851000894596657e+31
4.306968019265208e+30
9.782714471778176e+30
1.603774229787817e+31
1.5123577988843207e+31
5.013567470448913e+31
5.242793323116157e+30
4.1300951828338605e+30
4.225561477515368e+30
2.5424652191083314e+31
9.61153599041813e+29
2.0836396535970597e+31
1.1062266505129718e+30
9.931134576958395e+30
1.3859765478155792e+31
5.184875481829146e+30
9.02241486394753e+30
3.326047591463485e+31
2.6711737465855457e+31
5.995460254038995e+30
1.6354187256308353e+31
8.094224790415008e+30
1.5218690541498148e+31
5.981146458434583e+30
5.090404070989243e+31
1.7167603381047065e+32
1.2037708437150843e+31
1.217300868933149e+31
8.784196451361054e+31
3.871051886436394e+31
1.3775816586371193e+31
3.044874420471303e+29
5.56008370806539e+30
4.475063335174982e+31
1.687706756355939e+31
6.565995398217651e+31
1.3452884178058427e+32
8.954200492129574e+30
3.880682357106731e+29
3.1220708941616536e+31
1.8377882053945275e+32
9.199719736725016e+30
2.4240806000497434e+31
6.596543678861631e+30
5.264242325442379e+31
3.2049676480913258e+32
4.541168994638848e+31
1.36784852621398e+31
3.338559487695237e+31
1.4053357281907947e+30
1.0623676285879077e+32
6.3669430469811585e+31
2.479889505542409e+31
1.3321800596035704e+32
8.042373326222958e+31
4.086147088896998e+31
4.396863966941698e+31
5.442640247097899e+31
3.5151348860345184e+31
1.199965478566021e+31
2.5410437050963144e+31
2.7471628030526867e+31
2.200289595067382e+31
1.835239975785924e+32
2.656275294930153e+31
7.630228438738302e+31
4.0654209816861545e+30
1.1264619228261361e+31
8.548725375368683e+31
2.880577834499193e+31
3.8097503675384106e+32
1.2708401063982896e+33
8.993720952080039e+30
1.782194881212083e+31
2.463559219174214e+31
8.698814753425178e+30
3.6237968721980564e+32
4.533307248580759e+31
4.908653963340601e+31
2.1648073821359865e+32
2.8853013220562965e+30
4.777098934008921e+31
3.2324107175786134e+32
6.172847917666976e+31
3.771437317843681e+32
4.625562500007807e+31
7.849506503329823e+31
2.2701493921893035e+32
3.5360708845256826e+32
1.1653172301664365e+32
5.322531492588091e+32
4.357290480445927e+32
2.6646505170305557e+32
3.0979726256067035e+32
8.984270446308183e+31
7.595147639581113e+31
5.908897933095854e+30
4.4317473561807014e+32
6.375153039176329e+32
3.9251050446385004e+32
3.404482223557601e+32
4.604901694081857e+31
6.238082916011382e+31
2.7223644640508562e+32
9.958666835241936e+31
1.1674123007974853e+32
7.3888040770945945e+31
1.2026481344818027e+32
2.0981489530825414e+32
4.568123620789342e+32
5.5336950475028375e+32
6.454038596242142e+31
5.157152702636862e+31
6.257556000621053e+31
3.2798980282966536e+31
3.5992017695358173e+33
4.674707888471309e+31
4.349355754935458e+32
1.311024294795264e+32
3.208369424084788e+32
2.7998736480716075e+32
5.2058049894944144e+32
6.434719393945853e+32
6.254031770185459e+31
1.2792547016452847e+32
4.325575769777014e+31
3.5855876035803675e+32
7.7802026332366365e+31
5.730040937573152e+31
8.991240166804658e+31
7.944449993883641e+31
3.146945687208362e+32
4.0504144876418366e+32
4.20393326279482e+31
1.6345766126246635e+32
6.034629846486069e+32
4.248981562092907e+32
1.3350493164099151e+32
6.09030112676428e+31
2.736423371437905e+31
6.267304305711785e+31
2.975796447047643e+31
2.5914974713163703e+31
1.2314690667964704e+31
5.309874656126422e+31
4.810758068269417e+31
5.575382918905466e+31
5.764069856333491e+32
1.5782104831378982e+31
2.1996065044127343e+32
3.457181998148304e+31
1.1941202953359471e+32
7.629031984323653e+30
2.0002059000429555e+32
2.82178304298844e+31
7.958628367867246e+31
6.091898627523211e+31
6.07637703739732e+31
1.411757810294917e+31
1.1162199406665726e+32
1.6485281066925377e+31
2.141200478647178e+31
4.928606284273896e+31
9.934412138847181e+31
5.683214572756081e+31
1.2969937084086621e+32
3.716813906686638e+32
6.404499116306202e+31
7.179081136522448e+31
2.6390465453844306e+31
1.0554923866712972e+32
2.417949757918039e+31
3.2605638754507925e+31
3.402219997881183e+31
1.8604774722471288e+30
4.681433745930365e+32
4.331511528775483e+31
3.501103689528279e+31
1.0550040068394775e+33
4.7986214232699613e+30
3.4041326500485656e+32
6.655285155114951e+30
4.213995596337428e+32
5.757940614012569e+30
1.961063745140957e+32
6.33959844765148e+31
1.76475208780515e+32
3.707245031791362e+32
6.077837814065411e+31
1.742527133401964e+32
5.24318055217832e+32
4.486523032739948e+31
1.6172506850928829e+32
2.07278624733184e+31
1.3159189592373594e+32
6.093748786809022e+31
1.2116360365531445e+32
9.146300579571288e+31
6.370717111195531e+31
4.741934831177421e+32
7.120990735436883e+32
6.341275336493073e+31
9.864721538878342e+31
4.975752915199546e+32
2.6653726015774395e+32
3.713080226679347e+32
7.98217295784039e+31
8.079026859115665e+32
3.840133987901642e+32
6.278534863068943e+32
8.103061161938689e+32
3.112366981445882e+32
9.645830440529095e+32
6.557153853199665e+31
7.595841952009017e+32
3.895690950149031e+32
4.7287227133692e+32
1.6273920951930098e+32
6.967070714956044e+32
1.4800312310329223e+32
1.0676583643483355e+32
1.7888276316271437e+32
2.8108190913576324e+32
4.359751268424905e+32
1.5102589622952196e+32
1.3398840650533543e+31
8.125992837705292e+32
6.860023439250396e+31
2.114129465427273e+32
8.869698581582672e+32
4.887888232627478e+32
3.793889960436451e+32
5.031424799566493e+30
3.7038708990605124e+32
5.2924926529037445e+31
7.639964770062958e+31
4.70517547568557e+32
1.2295567852797946e+31
1.6232864675427605e+32
2.4993458723633013e+32
2.1495778962737266e+33
1.5533822389911589e+32
1.8070424082157313e+32
1.7151388567735404e+32
4.9349450784712406e+30
1.379132643977642e+31
6.216638223726975e+32
3.3675388627331766e+32
1.817974192857667e+32
3.988299154502855e+32
7.76504127806439e+31
2.4502405513315434e+32
1.5190083217022914e+33
1.753507826906882e+32
2.9617826852881334e+32
7.323953642598647e+30
1.385345381014295e+33
8.464609203685046e+31
2.4855696770769332e+32
6.163891790918992e+32
2.0347341539612555e+32
3.3154627278126705e+32
6.269570306186081e+31
