average distance
73081.25952633879
136923.87607727037
5339.425885633482
8566.592714596238
346397.6186885918
152969.97318740818
27211.827729562996
275596.75090245804
8719.494967035374
139.23900586568104
0.0
76.6550715869472
2031.4422486015662
96.0
4446.1575197936645
7879.156730397893
7162.711967195184
18494.414764592144
385.83194276566945
24954.533478122536
590.8716119529796
27.165525060596437
1515.3030208405726
6802.611852534173
646.3386866490597
23260.660314326036
22052.558039254636
1706.1783484090442
913.8457153778105
2575.6570503457583
2164.0756490033446
431.6035985837246
637.242085657559
22588.9610201017
13530.34314520341
17656.66242927195
35889.25905341436
14420.5292948598
13936.916072729542
8538.685161067819
7380.118570141665
37855.539559932484
7747.813224075817
1639.734312802921
36.68167353179358
4845.449655389118
21560.049294247856
960770.2947596798
20183.453487878294
46138.67228754736
125636.59148456849
14148.013325772305
51272.29779122962
35424.60532430004
43400.38071598753
7182.231689372824
3265.621615278328
26908.22449912274
14137.180582723133
22233.770666676315
143662.95246051767
11382.892721051294
282.84506689431663
24972.54826585238
1274.4669384462131
21046.10039255505
339.19041346053547
65318.88604133232
679.0386150919999
21776.523966632652
1036.1432195816471
1243.0024337850136
33280.44115152717
583.0776065446718
10148.395493979599
6122.484284052588
30115.744491325084
12896.213066595872
282326.8037631669
58662.72109029432
74751.56731143847
2405179.0864941007
25798.50763390212
1152.691690203708
30955.78050002539
27005.34013828009
44385.65200420357
56532.93147524525
1963.8992976075233
25713.989299116405
1841.1790105897312
11201.424527677556
91832.00718201314
19.79898987322333
821.3871075455809
30713.188808945986
15954.374705862034
1849.2003990028743
61081.882233336706
26021.1789090726
21561.973793999987
865.8895210782864
33318.19495706835
33623.47360338983
17588.63948690562
5209.76472343965
2331.1215181200996
3094.452499883209
40163.589491796105
7597.772807698623
127.38667078239979
13465.302633111614
11610.889309639753
628.2636748088382
13074.888261932805
4449.801946838765
18048.031630335623
6641.083959648356
694.1153624065681
70530.71250867964
111022.34074666006
58111.8139448418
943.2283826802493
514.3493520201704
1689.000453469071
247.29040193635984
31159.282468540292
128043.4874596971
17586.543274880554
229274.45467595686
188115.7644943028
100988.72142574788
2095.0156667634947
235646.10351367033
122376.57226472782
843030.4911610483
198492.3512880177
339.1700569164943
16800.36626581138
45586.226190056586
55143.97783043256
42840.049525485454
8880.686563307721
65684.98499037251
110762.12269555604
92267.59419512618
178.3874346147758
72743.81651295954
24159.697905790625
201252.47788462433
19295.34901874615
52855.71701009166
32245.996246257044
61569.5754341575
39436.027328471275
45212.14154128015
16432.560132002916
6026.313445562571
54375.64814160952
52018.211239352866
14989.639915457727
37907.253512264324
28633.3493556593
14546.347833990521
19194.51466432857
13306.50956621578
6464.73197534783
45562.87842684566
21493.7473106646
107413.01780725658
62155.355327386525
7012.018277956511
11133.855575445272
165.4371456569121
114797.73637991994
80859.50276402199
98803.39432128624
9083.700136692294
878732.1552525278
14561.1750918509
686207.5601123133
117580.49533868177
23154.999361584076
89929.49683037313
53176.35186522672
1645.2467219293817
2269.6496923914515
185717.94854746148
57465.346410850405
53611.39111686863
23511.297832261367
122001.54441533845
3216.7858898556365
78.57354986278492
108074.13455101466
118149.43165241028
501.26675586721217
17291.657195000535
23734.444680039272
2352393.265561751
85615.19829738114
42972.23178776359
145695.12536968073
14585.217488715038
1646.286468593184
108856.58553160778
3488576.1253960095
20194.854753187417
378.7923376124056
152750.2869444862
65961.19064753338
121172.25303646631
23569.84243695392
463.0
109075.55536144409
155192.60097567248
76092.39717333476
1925180.0632801983
11880.557127099528
30432.074867400523
66086.4408891342
10486.371072520475
14340.31890719622
42790.43785252308
30549.273069667477
26168.272746643688
33799.86277695749
141952.49481804625
45629.621971301975
100059.27364679729
70355.12836591747
3259.0927186389017
104543.1930811042
26083.349866082128
298369.58988473064
179935.30344291267
28341.825348735343
72879.10052069485
10666.17988552352
13.644556888903491
120787.00212828766
139436.65098308143
177635.11759694476
341707.793331216
5378.246457833438
56318.66691984679
44409.27266924329
3008.3372757476823
1311044.3481475674
81305.10471537038
2102.007575648882
37985.898997242286
1494.034001897937
37249.89638868805
89666.05469224723
2055.361958839287
1759.960674443963
6625.49470346155
1500.3698067335865
1841.0
2033.165929877777
1808.1564857762999
22945.988552981486
28711.185038161468
973989.755614038
2140.1196571316755
657.4410988974648
1740.0195948947808
3112.4285294890783
65947.20400482889
83758.11753988107
3134.768401393842
18880.2495455277
10304.252338239752
41042.93578875444
15744.125508038265
5003.590364191886
753.4466353825416
1448.0507421927648
64653.244002381616
189211.53515963102
43860.376013086876
141146.26996955372
0.0
51650.003107614844
1082.0
8202.522544545016
1766.216528467709
2673.02307841299
1350.1413847607596
559.0
24853.760694229357
38720.47831524883
276989.9977850907
3520.43950295147
30179.979004582372
54014.41374162544
47772.63819047864
20484.600110198022
3870.378165447217
1636.9486342251184
163374.65558616348
14346.527627430465
753.7037209825095
1118.8414707457491
7966.737770807642
34484.97832048684
169918.02234137536
93535.80463738598
204823.06274446775
298022.40292034385
