Average Speed
4.704251048871423e-08
6.779850625579036e-08
1.2195787382270483e-10
3.3420155283118154e-10
1.0533905890647765e-07
1.9806572286883792e-08
8.005615507070699e-10
4.398463343309248e-08
1.3058135784643749e-10
3.5942450925622256e-13
0.0
8.766454908511276e-14
1.83197317879079e-11
2.1566280435917512e-13
2.229474873360034e-11
1.0106339785361665e-10
6.739534161612787e-11
2.0514616388222343e-10
1.4182721874541333e-12
6.53127160823335e-10
2.9504202992961235e-12
4.73450312527474e-14
6.743002442359946e-12
9.054214611842917e-11
2.178073251379409e-12
5.652252943893055e-10
4.6372569702534254e-10
7.955971480253688e-12
3.62952389763014e-12
1.7984747120628905e-11
1.1704052544184422e-11
1.3009335439075323e-12
1.6396502820744064e-12
2.0056260591202251e-10
2.0664442372099264e-10
1.7580142714696363e-10
8.769930220810824e-10
2.2017830041573866e-10
2.3317823747754047e-10
9.055062884201831e-11
4.411663120698692e-11
4.5094759314497367e-10
7.730348899768097e-11
7.692010521089545e-12
3.1821742366542376e-14
2.996824275612071e-11
3.2538508553497836e-10
2.0411970311290858e-07
2.1182642406358244e-10
6.605510413957823e-10
7.376748469878637e-09
4.907697438066048e-11
6.913661819243601e-10
3.3883743861766535e-10
2.15921197333363e-10
4.4553457833990244e-11
1.0079205179957387e-11
2.0750070987330909e-10
8.039761365287148e-11
1.0977079120112939e-10
4.421389312833946e-09
2.5680722421484345e-11
3.0671504098050505e-13
1.5469627433064906e-10
2.5184450170998447e-12
1.8959991074447443e-10
5.76546252883958e-13
8.441215809357311e-10
8.060205149423414e-13
1.1110514509722955e-10
1.1366425729308113e-12
1.943122200792302e-12
4.1811074494438237e-10
5.352212825793786e-13
1.9348536046138772e-11
1.858671159699822e-11
2.0131998269733834e-10
8.4378700734649e-11
8.065810066155406e-09
4.81582631346351e-10
6.417443391346255e-10
2.550526460677485e-07
2.5150829583853945e-10
1.0499841716936958e-12
1.434769439609808e-10
2.3640578654922523e-10
2.3076735813403108e-10
6.056850519613793e-10
2.9834944690683844e-12
1.3010723305175444e-10
2.176309925433092e-12
2.2796961491424685e-11
9.627227650291928e-10
4.170751145310531e-15
4.75400095703528e-13
1.888585879393217e-10
2.6535700106713678e-11
2.7806441395308032e-12
5.617776725308796e-10
1.3711776591342276e-10
9.115457022728231e-11
4.789437665908092e-13
2.385132394524134e-10
1.0643986995590142e-10
4.4192593444551394e-11
7.937355091478657e-12
2.1735597140929618e-12
5.602595704833145e-12
2.2594388335938965e-10
1.5059561961595054e-11
4.308549568297737e-14
4.8517299567635017e-11
2.9444872783404695e-11
6.003180244440062e-13
2.4911083909760844e-11
1.2029385960113002e-11
4.2638004575763375e-11
1.0017178292906906e-11
5.881341391813454e-13
5.152137519084142e-10
1.2729764773335973e-09
3.392726631115871e-10
7.248208767422085e-13
2.7876019347337046e-13
1.5234532334481495e-12
6.688696106320344e-14
1.200620392304572e-10
1.2148663606933803e-09
5.6366597771195486e-11
2.4744136608007312e-09
2.01958720449642e-09
1.0370325214938137e-09
2.9667021318991224e-12
4.353772974746193e-09
1.3990460117532635e-09
6.219856213309238e-08
2.815437745657785e-09
1.3935335233753531e-13
2.3531806535566525e-11
1.7029340387817495e-10
3.338498531026514e-10
2.1583542480462058e-10
1.4776262454880293e-11
1.9579343850857443e-10
7.583750133492166e-10
4.708027239841612e-10
8.111021191818241e-14
4.492557916236214e-10
3.5665520465082464e-11
2.5018895188340925e-09
2.5453107736710745e-11
2.815154658045804e-10
8.60155256415203e-11
2.3161760341390256e-10
6.791380546911905e-11
1.6314043275808392e-10
1.8559461122940395e-11
6.79433696151475e-12
1.3698263116881903e-10
1.72772348902048e-10
1.7168170659544387e-11
7.971536809058773e-11
6.685028828497387e-11
2.215273427694779e-11
2.5738492884291128e-11
1.266956872038711e-11
7.8714746765357e-12
1.0919196478366178e-10
1.9685533577017257e-11
8.339081974584692e-10
2.1650719046156167e-10
1.5011840397862983e-11
2.5356751936738273e-11
1.14340209421517e-13
7.526152226615644e-10
6.779060721060215e-10
8.204090732246717e-10
1.2837099856184433e-11
3.117708356333722e-08
2.661341728770092e-11
2.2546423743391486e-08
4.748185877644024e-10
6.754139915908527e-11
6.99060715954025e-10
2.4166538148731727e-10
2.053178134975758e-12
3.53194904548272e-12
1.2800270125882015e-09
1.4776392177071072e-10
2.785035817482788e-10
6.573403206362657e-11
8.658428084652118e-10
2.7388780842556694e-12
1.9881416493373045e-14
3.8812590182070013e-10
4.2195771213509383e-10
2.5066406912086054e-13
1.961726185565796e-11
7.555608195204883e-11
2.7893957395118806e-07
8.241216787374329e-10
