Average Speed
5.286996712765616e-11
4.747056277243804e-10
1.2323644106323525e-11
6.802707347546082e-13
6.701796468140246e-10
4.121697155582773e-07
4.440684492240458e-11
1.4239199110974372e-13
1.1351053371848667e-09
1.8955739237476954e-10
1.2700803512287794e-09
3.192688862512318e-11
1.0341366263181322e-13
1.7163908784077717e-10
8.081332508482546e-10
1.6445455391505911e-10
9.209369236095589e-08
8.768260638513439e-12
3.749014569982192e-11
2.087959059142853e-10
6.222768773166142e-12
1.4100550030814883e-11
8.281608394610858e-11
5.512716100517943e-11
3.827843980793958e-11
7.663281978385672e-11
9.396397181043395e-10
1.449428355085403e-10
2.955853256651564e-10
2.604043931844335e-10
1.4623183030341585e-12
3.229577428411923e-10
2.8279274454968823e-11
5.901225412793187e-09
1.352608017625804e-09
2.8709130317595795e-11
2.1874646204814145e-10
2.4429682243336957e-12
9.374390840978187e-16
1.1553648852133348e-09
6.882742541240574e-10
6.405747396425599e-10
3.4734177489615594e-09
1.3544159110373184e-12
1.1310737553589807e-10
8.264714147180963e-11
1.2760324960541342e-12
3.980022978734918e-08
1.6375333623534988e-10
6.293144330212024e-13
5.946241528916303e-11
3.845060075936609e-13
7.797248482943326e-11
1.1111215414928728e-10
8.834769869661821e-13
4.861135399120281e-13
5.5505598653136654e-12
2.758361763058791e-13
4.1352816131526633e-13
7.46888357032233e-13
5.716950213817469e-13
2.499888159807574e-11
3.7052039481832505e-11
1.5811822391626595e-08
4.87372020715887e-13
1.0412727822165747e-13
4.4765281951398175e-13
9.234937772656274e-13
1.4430514584975858e-10
1.3587699085299553e-10
1.170500990869926e-12
1.9263443951006235e-11
8.98482991766742e-12
5.657552770976183e-11
1.3373178311155884e-11
2.440725338204312e-12
1.690035869572667e-13
2.6824263104015975e-13
1.024934233342362e-10
3.7607514988242156e-10
7.210780921859817e-11
4.428159764934898e-10
0.0
1.1441945148057259e-10
2.593121424691798e-13
6.518443148928479e-12
5.746737258946524e-13
9.970426134653065e-13
2.7108736558710923e-13
9.083676588237513e-14
4.146698165019971e-11
3.1706413021840964e-11
6.69951326672292e-10
1.0346539177760153e-12
4.082806548985391e-11
9.935265389519495e-11
5.622288775187326e-11
2.7328762128635794e-11
1.308359680803512e-12
4.3021276729191027e-13
4.1237923515781084e-10
9.378701645502163e-12
1.3369955290371782e-13
2.819255521286435e-13
6.385996679719143e-12
6.05800925210296e-11
6.639243816229034e-10
1.6112773037182095e-10
7.428818216800771e-10
1.2472700281925964e-09
2.1515966701020953e-09
2.8316014484017496e-10
3.609667672077816e-10
2.2195191474206797e-10
6.047964518843897e-14
1.4677816402249031e-09
9.854546676771137e-13
5.852365611699116e-10
3.624904458525863e-11
9.240506414128617e-09
2.1328138243645604e-11
4.1194865875292357e-10
1.7010469961564384e-10
6.76238970674057e-11
1.4846462589031463e-10
3.5059074991144386e-09
1.9898875877727736e-11
1.5533240012721382e-09
9.295552664701733e-10
3.775703598414701e-10
2.051405743936132e-11
1.554843468835295e-10
2.7068914929276504e-11
5.442600742635219e-13
1.4909947273719976e-10
7.824825369827953e-11
7.454804891227724e-10
4.3047957240198024e-11
3.8479625754405035e-09
6.0713501836889e-10
9.320752097579894e-10
1.0339124988173171e-07
2.9151414880170744e-12
3.5393562487848254e-10
7.399883038507625e-10
7.966225342432948e-14
5.906716988408396e-08
9.37969723103166e-12
4.059234025470696e-08
3.0403803627722368e-12
3.402291687220824e-08
3.787106631717469e-11
2.3570193811770867e-10
5.7683070815488876e-11
5.178578141405888e-12
9.782704393830023e-10
4.811778149130231e-11
4.279318887813728e-12
6.602459139710129e-10
3.940341058901286e-11
6.525511185000332e-09
2.341261133161678e-10
4.469982604262675e-10
1.316630777698027e-10
5.270255762502167e-10
1.0622155002729343e-09
1.2575832519183283e-11
1.996031265138781e-12
8.636887246069519e-10
2.426116118254506e-10
6.546881695061635e-12
7.433295448800016e-11
2.1321206866156253e-11
2.977381029490609e-10
2.6303270606242986e-12
1.0666718381052405e-11
2.5768886107384255e-12
2.4246994276999143e-12
1.4784789251612808e-11
2.2180989505842494e-12
4.383073728641406e-10
1.3846952145572598e-12
9.50763082056042e-12
1.1274228083792884e-11
9.966604206261848e-11
1.59847397050398e-12
5.614741810341203e-11
1.3271771473820593e-10
2.957136234364884e-11
1.6204134136258695e-11
7.169277951848547e-12
1.7605350529019815e-10
8.10326330081569e-09
4.997176479020231e-12
2.723233829737829e-10
4.1939400900286327e-11
2.3261651017347085e-13
3.942535316950664e-12
1.337258197435289e-11
4.960562459921441e-08
4.781737414998623e-11
1.4361869159224931e-09
6.941489519165107e-10
9.157536505596211e-12
2.188165944235658e-08
4.1155074874881087e-10
5.842003474186883e-11
9.153511013476854e-13
2.658843750860844e-10
3.989532694419762e-11
8.119057372034719e-11
6.397287666630076e-08
1.6415648159958916e-08
5.463037836078768e-12
1.1575596559799226e-11
4.886863264609623e-11
1.0646548462492748e-11
2.61532973541323e-10
3.5943849167785153e-11
2.0441678087846324e-12
1.1481976516483471e-10
1.3563366266839617e-10
7.806658192541618e-08
1.4202205066040253e-12
4.686878506391494e-10
1.2360558620904886e-10
3.235988087470279e-11
8.05551825710493e-11
6.405498533975294e-11
7.28578206365148e-10
